,专辑,发行公司,发行时间,子分类,总分类,歌手,歌曲,歌词文件下载链接,歌词链接,页数
2,《差一点》,海蝶音乐,2007-09-26,伤感,心情,爱上谁,阿杜,,http://musicdata.baidu.com/data2/lrc/14901038/14901038.lrc,2
2,《宠爱 张国荣》,滚石唱片,1995-07-01,伤感,心情,当爱已成往事,张国荣,,http://musicdata.baidu.com/data2/lrc/13833389/13833389.lrc,2
3,《爱不爱》,环球唱片,2012-11-30,伤感,心情,变成陌生人,王心凌,,http://musicdata.baidu.com/data2/lrc/30912400/30912400.lrc,3
3,《雨一直下》,环球唱片,1999-09-01,伤感,心情,走样,张宇,,http://musicdata.baidu.com/data2/lrc/13815636/13815636.lrc,3
3,《诺言》,环球唱片,1995-05-05,伤感,心情,诺言,李翊君,,http://musicdata.baidu.com/data2/lrc/13771704/13771704.lrc,3
3,《专属密码》,SONY MUSIC,2005-06-03,伤感,心情,专属密码,黄义达,,http://musicdata.baidu.com/data2/lrc/246649648/246649648.lrc,3
3,《梦里花》,福茂唱片,2007-01-12,伤感,心情,不痛,张韶涵,,http://musicdata.baidu.com/data2/lrc/13918134/13918134.lrc,3
3,《丝路》,力行网际,1996-05-01,伤感,心情,不让我的眼泪陪我过夜,齐秦,,http://musicdata.baidu.com/data2/lrc/241853979/241853979.lrc,3
3,《雨一直下》,力行网际,1999-09-01,伤感,心情,雨一直下,张宇,,http://musicdata.baidu.com/data2/lrc/122156151/122156151.lrc,3
3,《很爱很爱你》,滚石唱片,1998-01-01,伤感,心情,打了一把钥匙给你,刘若英,,http://musicdata.baidu.com/data2/lrc/289128/289128.lrc,3
3,《一个任贤齐》,滚石唱片,2002-09-05,伤感,心情,老张的歌,任贤齐,,http://musicdata.baidu.com/data2/lrc/288076/288076.lrc,3
3,《拥有忆莲》,滚石唱片,1999-10-05,伤感,心情,伤痕,林忆莲,,http://musicdata.baidu.com/data2/lrc/13990435/13990435.lrc,3
3,《潘朵拉》,福茂唱片,2006-01-06,伤感,心情,口袋的天空,张韶涵,,http://musicdata.baidu.com/data2/lrc/13849455/13849455.lrc,3
3,《永远的未央歌 齐豫 橄榄树》,滚石唱片,2006-03-09,伤感,心情,橄榄树,齐豫,,http://musicdata.baidu.com/data2/lrc/13775176/13775176.lrc,3
3,《JJ林俊杰_100天》,海蝶音乐,2009-12-18,伤感,心情,背对背拥抱,林俊杰,,http://musicdata.baidu.com/data2/lrc/eaf6d38996ce71ecfa2b4aba3393d897/276702829/276702829.lrc,3
3,《梦里花》,福茂唱片,2007-01-12,伤感,心情,梦里花,张韶涵,,http://musicdata.baidu.com/data2/lrc/13786567/13786567.lrc,3
3,《专属密码》,SONY MUSIC,2005-06-03,伤感,心情,一秒的安慰,黄义达,,http://musicdata.baidu.com/data2/lrc/13901451/13901451.lrc,3
3,《拥有忆莲》,SONY MUSIC,1999-10-05,伤感,心情,听说爱情回来过,林忆莲,,http://musicdata.baidu.com/data2/lrc/13761516/13761516.lrc,3
3,《领悟》,滚石唱片,1994-08-12,伤感,心情,领悟,辛晓琪,,http://musicdata.baidu.com/data2/lrc/13760108/13760108.lrc,3
3,《有问题》,滚石唱片,2000-12-05,伤感,心情,在凌晨,张震岳,,http://musicdata.baidu.com/data2/lrc/253744/253744.lrc,3
3,《王菲 89-97 32精选》,环球唱片,2009-07-14,伤感,心情,暧昧,王菲,,http://musicdata.baidu.com/data2/lrc/250040/250040.lrc,3
3,《千纸鹤》,福茂唱片,1994-06-01,伤感,心情,千纸鹤,邰正宵,,http://musicdata.baidu.com/data2/lrc/ccf885a9a5ab787d217798174dd78606/544226579/544226579.lrc,3
4,《想见你》,滚石唱片,1999-02-04,伤感,心情,想见你,无印良品,,http://musicdata.baidu.com/data2/lrc/13824706/13824706.lrc,4
4,《勇气》,滚石唱片,2000-08-02,伤感,心情,如果有一天,梁静茹,,http://musicdata.baidu.com/data2/lrc/13830649/13830649.lrc,4
4,《写给自己的歌》,SONY MUSIC,2008-11-28,伤感,心情,爱了才懂,黄义达,,http://musicdata.baidu.com/data2/lrc/237580/237580.lrc,4
4,《为爱走天涯》,SONY MUSIC,2001-01-28,伤感,心情,流着泪的你的脸,任贤齐,,http://musicdata.baidu.com/data2/lrc/246648816/246648816.lrc,4
4,《美丽人生》,滚石唱片,2003-02-12,伤感,心情,第三者,梁静茹,,http://musicdata.baidu.com/data2/lrc/13984943/13984943.lrc,4
4,《太阳》,福茂唱片,2001-08-01,伤感,心情,天使的翅膀,范玮琪,,http://musicdata.baidu.com/data2/lrc/13897570/13897570.lrc,4
4,《专属密码》,SONY MUSIC,2005-06-03,伤感,心情,如果爱 就现在吧,黄义达,,http://musicdata.baidu.com/data2/lrc/8b389755cc8ac9a2ab2bfe21f6665b40/257164196/257164196.lrc,4
4,《我要你的爱》,福茂唱片,2002-01-01,伤感,心情,我要你的爱,周蕙,,http://musicdata.baidu.com/data2/lrc/14905377/14905377.lrc,4
4,《范范的世界》,福茂唱片,2000-11-01,伤感,心情,因为,范玮琪,,http://musicdata.baidu.com/data2/lrc/122993175/122993175.lrc,4
4,《一场游戏一场梦》,英皇唱片,1987-12-19,伤感,心情,安妮,王杰,,http://musicdata.baidu.com/data2/lrc/13875105/13875105.lrc,4
4,《信仰》,潮水音乐,2000-05-01,伤感,心情,爱不留,张信哲,,http://musicdata.baidu.com/data2/lrc/13895805/13895805.lrc,4
4,《敲敲我的头》,BMG,1998-08-01,伤感,心情,相见恨晚,彭佳慧,,http://musicdata.baidu.com/data2/lrc/13765546/13765546.lrc,4
4,《美丽境界》,力行网际,2010-07-24,伤感,心情,你的样子,齐秦,,http://musicdata.baidu.com/data2/lrc/15306588/15306588.lrc,4
4,《我等你》,滚石唱片,2000-01-07,伤感,心情,四月天,刘若英,,http://musicdata.baidu.com/data2/lrc/13869398/13869398.lrc,4
4,《关于你的歌》,滚石唱片,2006-06-16,伤感,心情,手放开,李圣杰,,http://musicdata.baidu.com/data2/lrc/13833623/13833623.lrc,4
4,《Sunrise 我喜欢梁静茹》,滚石唱片,2002-02-07,伤感,心情,分手快乐(独唱版),梁静茹,,http://musicdata.baidu.com/data2/lrc/13907432/13907432.lrc,4
4,《没什么好怕》,海蝶音乐,2010-02-26,伤感,心情,没什么好怕,阿杜,,http://musicdata.baidu.com/data2/lrc/246648470/246648470.lrc,4
4,小清新,海蝶音乐,2010-02-26,伤感,心情,加油,"林俊杰,MC Hotdog",,http://musicdata.baidu.com/data2/lrc/13909775/13909775.lrc,4
4,《眼泪流回去》,滚石唱片,2011-02-23,伤感,心情,记得懂得舍得,林凡,,http://musicdata.baidu.com/data2/lrc/13898326/13898326.lrc,4
4,《眼泪流回去》,滚石唱片,2011-02-23,伤感,心情,当我想起你时笑了,林凡,,http://musicdata.baidu.com/data2/lrc/13857952/13857952.lrc,4
5,《天黑》,海蝶音乐,2002-04-12,伤感,心情,撕夜,阿杜,,http://musicdata.baidu.com/data2/lrc/44676470/44676470.lrc,5
5,《真爱 新曲 + 真正精选》,环球唱片,1995-04-20,伤感,心情,一千个伤心的理由,张学友,,http://musicdata.baidu.com/data2/lrc/1256106/1256106.lrc,5
5,《最初的梦想》,福茂唱片,2004-05-01,伤感,心情,我们之间的事,范玮琪,,http://musicdata.baidu.com/data2/lrc/241216668/241216668.lrc,5
5,《无情的雨无情的你》,力行网际,1994-01-12,伤感,心情,无情的雨无情的你,齐秦,,http://musicdata.baidu.com/data2/lrc/240458438/240458438.lrc,5
5,《江南》,海蝶音乐,2004-06-04,伤感,心情,精灵,林俊杰,,http://musicdata.baidu.com/data2/lrc/9e9376782031282a1508feb3d36e9b0a/269093607/269093607.lrc,5
5,《爱的力量 10年情歌最精选》,海蝶音乐,2007-02-09,伤感,心情,听海,张惠妹,,http://musicdata.baidu.com/data2/lrc/13864634/13864634.lrc,5
5,《江南》,海蝶音乐,2004-06-04,伤感,心情,距离,林俊杰,,http://musicdata.baidu.com/data2/lrc/240152260/240152260.lrc,5
