,专辑,发行公司,发行时间,子分类,总分类,歌手,歌曲,歌词文件下载链接,页数
8,《The Carols Album》,环球唱片,2008-05-08,天籁童声,人声,Ding Dong! Merrily On High,The Choirboys,http://musicdata.baidu.com/data2/lrc/90520824de6603bc7ba49aa698f7af0f/266490363/266490363.lrc,8
8,《The Carols Album》,环球唱片,2008-05-08,天籁童声,人声,O Little Town Of Bethlehem,The Choirboys,http://musicdata.baidu.com/data2/lrc/19b235629651622b772887e34ebab578/288834726/288834726.lrc,8
8,《The Carols Album》,环球唱片,2008-05-08,天籁童声,人声,O Holy Night,"All Angels,The Choirboys",http://musicdata.baidu.com/data2/lrc/c5618976852219ebd6952feab198d938/288834707/288834707.lrc,8
8,《The Carols Album》,环球唱片,2008-05-08,天籁童声,人声,What Sweeter Music,The Choirboys,http://musicdata.baidu.com/data2/lrc/aa7f466c675a1185d94d648d278e87cb/288834942/288834942.lrc,8
8,《Ave Maria - A Sacred Christmas》,环球唱片,2008-05-08,天籁童声,人声,Franck: Panis Angelicus,"Anthony Way,Krzesimir Debski,The Warsaw Philharmonia",http://musicdata.baidu.com/data2/lrc/aa7f466c675a1185d94d648d278e87cb/288834942/288834942.lrc,8
8,《50 Relaxing Classics by Classic FM》,环球唱片,2008-05-08,天籁童声,人声,Lloyd Webber: Requiem - Pie Jesu,"Anthony Way,Neil Page,Barbara Bonney,Daniel Phillips,Choir Of Uppingham School,English Sinfonia",http://musicdata.baidu.com/data2/lrc/aa7f466c675a1185d94d648d278e87cb/288834942/288834942.lrc,8
8,《#VOICES》,SONY MUSIC,2014-04-21,天籁童声,人声,Walking in the Air,Andrew Johnston,http://musicdata.baidu.com/data2/lrc/aa7f466c675a1185d94d648d278e87cb/288834942/288834942.lrc,8
8,《Angelic Voices- The Best of the Vienna Boys' Choir 天籁之声-维也纳童声合唱团精选》,Philips Records 飞利浦唱片,1999-01-12,天籁童声,人声,"El Condor Pasa, traditional melody",Vienna Boys' Choir,http://musicdata.baidu.com/data2/lrc/19b235629651622b772887e34ebab578/288819683/288819683.lrc,8
8,《Angelic Voices- The Best of the Vienna Boys' Choir 天籁之声-维也纳童声合唱团精选》,Philips Records 飞利浦唱片,1999-01-12,天籁童声,人声,"Cielito lindo, folk song",Vienna Boys' Choir,http://musicdata.baidu.com/data2/lrc/19b235629651622b772887e34ebab578/288833600/288833600.lrc,8
8,《Angelic Voices- The Best of the Vienna Boys' Choir 天籁之声-维也纳童声合唱团精选》,Philips Records 飞利浦唱片,1999-01-12,天籁童声,人声,Loch Lomond,Vienna Boys' Choir,http://musicdata.baidu.com/data2/lrc/19b235629651622b772887e34ebab578/288833600/288833600.lrc,8
8,《Angelic Voices- The Best of the Vienna Boys' Choir 天籁之声-维也纳童声合唱团精选》,Philips Records 飞利浦唱片,1999-01-12,天籁童声,人声,Scarborough Fair,Vienna Boys' Choir,http://musicdata.baidu.com/data2/lrc/19b235629651622b772887e34ebab578/288833600/288833600.lrc,8
8,《Angelic Voices- The Best of the Vienna Boys' Choir 天籁之声-维也纳童声合唱团精选》,Philips Records 飞利浦唱片,1999-01-12,天籁童声,人声,"Guantanamera (The Girl from Guantánamo), folk song",Vienna Boys' Choir,http://musicdata.baidu.com/data2/lrc/19b235629651622b772887e34ebab578/288832798/288832798.lrc,8
8,《Angelic Voices- The Best of the Vienna Boys' Choir 天籁之声-维也纳童声合唱团精选》,Philips Records 飞利浦唱片,1999-01-12,天籁童声,人声,Now is the Hour,Vienna Boys' Choir,http://musicdata.baidu.com/data2/lrc/19b235629651622b772887e34ebab578/288832798/288832798.lrc,8
8,《Angelic Voices- The Best of the Vienna Boys' Choir 天籁之声-维也纳童声合唱团精选》,Philips Records 飞利浦唱片,1999-01-12,天籁童声,人声,"Shenandoah, folk song",Vienna Boys' Choir,http://musicdata.baidu.com/data2/lrc/19b235629651622b772887e34ebab578/288833471/288833471.lrc,8
8,《Angelic Voices- The Best of the Vienna Boys' Choir 天籁之声-维也纳童声合唱团精选》,Philips Records 飞利浦唱片,1999-01-12,天籁童声,人声,The keeper would a-hunting go,Vienna Boys' Choir,http://musicdata.baidu.com/data2/lrc/19b235629651622b772887e34ebab578/288833471/288833471.lrc,8
8,《Angelic Voices- The Best of the Vienna Boys' Choir 天籁之声-维也纳童声合唱团精选》,Philips Records 飞利浦唱片,1999-01-12,天籁童声,人声,"Garota de Ipanema, song (a.k.a.  The Girl from Ipanema )",Vienna Boys' Choir,http://musicdata.baidu.com/data2/lrc/19b235629651622b772887e34ebab578/288833471/288833471.lrc,8
8,《Jose Carreras & Vienna Boys Choir：Ave Maria 何塞·卡雷拉斯与维也纳少年合唱团：圣母颂》,Philips Records 飞利浦唱片,Philips Records 飞利浦唱片,天籁童声,人声,Pieta Signore,Vienna Boys' Choir,http://musicdata.baidu.com/data2/lrc/19b235629651622b772887e34ebab578/288819851/288819851.lrc,8
8,《Jose Carreras & Vienna Boys Choir：Ave Maria 何塞·卡雷拉斯与维也纳少年合唱团：圣母颂》,Philips Records 飞利浦唱片,Philips Records 飞利浦唱片,天籁童声,人声,Jesus bleibet meine Freude,Vienna Boys' Choir,http://musicdata.baidu.com/data2/lrc/19b235629651622b772887e34ebab578/288822973/288822973.lrc,8
8,《喜羊羊与灰太狼 之 虎虎生威 电影原声大碟》,Philips Records 飞利浦唱片,2009-12-10,天籁童声,人声,左手右手,杨沛宜,http://musicdata.baidu.com/data2/lrc/240465821/240465821.lrc,8
8,《歌唱祖国》,Philips Records 飞利浦唱片,2009-09-19,天籁童声,人声,蜗牛与黄鹂鸟,杨沛宜,http://musicdata.baidu.com/data2/lrc/241617665/241617665.lrc,8
9,《歌唱祖国》,Philips Records 飞利浦唱片,2009-09-19,天籁童声,人声,鲁冰花,杨沛宜,http://musicdata.baidu.com/data2/lrc/15367484/15367484.lrc,9
9,《歌唱祖国》,Philips Records 飞利浦唱片,2009-09-19,天籁童声,人声,送别,杨沛宜,http://musicdata.baidu.com/data2/lrc/14933452/14933452.lrc,9
9,《歌唱祖国》,Philips Records 飞利浦唱片,2009-09-19,天籁童声,人声,别看我只是一只羊,杨沛宜,http://musicdata.baidu.com/data2/lrc/246650840/246650840.lrc,9
9,《梦中的额吉》,Philips Records 飞利浦唱片,2012-09-26,天籁童声,人声,塔力雅图麦丹,乌达木,http://musicdata.baidu.com/data2/lrc/34124889/34124889.txt,9
9,《梦中的额吉》,Philips Records 飞利浦唱片,2012-09-26,天籁童声,人声,奔驰的马,乌达木,http://musicdata.baidu.com/data2/lrc/34124886/34124886.lrc,9
9,《梦中的额吉》,Philips Records 飞利浦唱片,2012-09-26,天籁童声,人声,梦中的额吉,乌达木,http://musicdata.baidu.com/data2/lrc/34124885/34124885.lrc,9
