,专辑,发行公司,发行时间,子分类,总分类,歌手,歌曲,歌词文件下载链接,页数
1,《只有一个愿望》,恒大音乐,2006-12-01,雷鬼,流派,风是外衣,谢天笑,http://musicdata.baidu.com/data2/lrc/20239332/20239332.lrc,1
1,《Don't Kill the Magic》,SONY MUSIC,2014-06-30,雷鬼,流派,Let Your Hair Down,MAGIC!,http://musicdata.baidu.com/data2/lrc/20239332/20239332.lrc,1
