,专辑,发行公司,发行时间,子分类,总分类,歌手,歌曲,歌词文件下载链接,页数
1,《Streets I Have Walked》,滚石唱片,2013-05-03,60年代,年代,Sakura,Harry Belafonte,http://musicdata.baidu.com/data2/lrc/13918155/13918155.lrc,1
1,《Spirit》,滚石唱片,2013-05-03,60年代,年代,Traffic,Singular,http://musicdata.baidu.com/data2/lrc/13918155/13918155.lrc,1
