,专辑,发行公司,发行时间,子分类,总分类,歌手,歌曲,歌词文件下载链接,页数
4,《Song & Dance (Sarah Brightman Version)》,环球唱片,2008-04-29,天籁,人声,Come Back With The Same Look In Your Eyes,Sarah Brightman,http://musicdata.baidu.com/data2/lrc/251697065/251697065.lrc,4
4,《Song & Dance (Sarah Brightman Version)》,环球唱片,2008-04-29,天籁,人声,Second Letter Home,Sarah Brightman,http://musicdata.baidu.com/data2/lrc/251697065/251697065.lrc,4
4,《Song & Dance (Sarah Brightman Version)》,环球唱片,2008-04-29,天籁,人声,Letter Home,Sarah Brightman,http://musicdata.baidu.com/data2/lrc/251697065/251697065.lrc,4
4,《Song & Dance (Sarah Brightman Version)》,环球唱片,2008-04-29,天籁,人声,Capped Teeth And Caesar Salad,Sarah Brightman,http://musicdata.baidu.com/data2/lrc/251697065/251697065.lrc,4
4,《Song & Dance (Sarah Brightman Version)》,环球唱片,2008-04-29,天籁,人声,Married Man,Sarah Brightman,http://musicdata.baidu.com/data2/lrc/251697065/251697065.lrc,4
5,《Song & Dance (Sarah Brightman Version)》,环球唱片,2008-04-29,天籁,人声,Take That Look Off Your Face,Sarah Brightman,http://musicdata.baidu.com/data2/lrc/251697065/251697065.lrc,5
5,《Song & Dance (Sarah Brightman Version)》,环球唱片,2008-04-29,天籁,人声,Third Letter Home,Sarah Brightman,http://musicdata.baidu.com/data2/lrc/251697065/251697065.lrc,5
5,《Song & Dance (Sarah Brightman Version)》,环球唱片,2008-04-29,天籁,人声,Let Me Finish,Sarah Brightman,http://musicdata.baidu.com/data2/lrc/251697065/251697065.lrc,5
5,《Song & Dance (Sarah Brightman Version)》,环球唱片,2008-04-29,天籁,人声,Capped Teeth And Caesar Salad (Reprise),Sarah Brightman,http://musicdata.baidu.com/data2/lrc/251697065/251697065.lrc,5
5,《Song & Dance (Sarah Brightman Version)》,环球唱片,2008-04-29,天籁,人声,It'S Not The End Of The World (If He'S Younger),Sarah Brightman,http://musicdata.baidu.com/data2/lrc/251697065/251697065.lrc,5
5,《Song & Dance (Sarah Brightman Version)》,环球唱片,2008-04-29,天籁,人声,Sheldon Bloom,Sarah Brightman,http://musicdata.baidu.com/data2/lrc/251697065/251697065.lrc,5
5,《Song & Dance (Sarah Brightman Version)》,环球唱片,2008-04-29,天籁,人声,"It'S Not The End Of The World, Version Iii",Sarah Brightman,http://musicdata.baidu.com/data2/lrc/251697065/251697065.lrc,5
5,《Song & Dance (Sarah Brightman Version)》,环球唱片,2008-04-29,天籁,人声,Overture,Sarah Brightman,http://musicdata.baidu.com/data2/lrc/246980929/246980929.lrc,5
5,《Song & Dance (Sarah Brightman Version)》,环球唱片,2008-04-29,天籁,人声,Unexpected Song,Sarah Brightman,http://musicdata.baidu.com/data2/lrc/246980946/246980946.lrc,5
5,《Song & Dance (Sarah Brightman Version)》,环球唱片,2008-04-29,天籁,人声,Tell Me On A Sunday,Sarah Brightman,http://musicdata.baidu.com/data2/lrc/246980946/246980946.lrc,5
5,《Song & Dance (Sarah Brightman Version)》,环球唱片,2008-04-29,天籁,人声,Take That Look Off Your Face (Reprise),Sarah Brightman,http://musicdata.baidu.com/data2/lrc/246980928/246980928.lrc,5
5,《Song & Dance (Sarah Brightman Version)》,环球唱片,2008-04-29,天籁,人声,Nothing Like You'Ve Ever Known,Sarah Brightman,http://musicdata.baidu.com/data2/lrc/246980930/246980930.lrc,5
5,《Song & Dance (Sarah Brightman Version)》,环球唱片,2008-04-29,天籁,人声,It'S Not The End Of The World,Sarah Brightman,http://musicdata.baidu.com/data2/lrc/246980930/246980930.lrc,5
5,《Song & Dance (Sarah Brightman Version)》,环球唱片,2008-04-29,天籁,人声,Exit,Sarah Brightman,http://musicdata.baidu.com/data2/lrc/246980930/246980930.lrc,5
5,《A Very Special Christmas》,环球唱片,1987-10-12,天籁,人声,Do You Hear What I Hear,Whitney Houston,http://musicdata.baidu.com/data2/lrc/12610680/12610680.lrc,5
5,"《Love, Whitney》",SONY MUSIC,2001-11-14,天籁,人声,I Will Always Love You,Whitney Houston,http://musicdata.baidu.com/data2/lrc/13890284/13890284.lrc,5
5,"《Love, Whitney》",SONY MUSIC,2001-11-14,天籁,人声,All At Once,Whitney Houston,http://musicdata.baidu.com/data2/lrc/9443196/9443196.lrc,5
5,"《Love, Whitney》",SONY MUSIC,2001-11-14,天籁,人声,Didn'T We Almost Have It All,Whitney Houston,http://musicdata.baidu.com/data2/lrc/12610438/12610438.lrc,5
5,"《Love, Whitney》",SONY MUSIC,2001-11-14,天籁,人声,I Believe In You And Me,Whitney Houston,http://musicdata.baidu.com/data2/lrc/9443194/9443194.lrc,5
5,"《Love, Whitney》",SONY MUSIC,2001-11-14,天籁,人声,Run To You,Whitney Houston,http://musicdata.baidu.com/data2/lrc/31251060/31251060.lrc,5
6,"《Love, Whitney》",SONY MUSIC,2001-11-14,天籁,人声,Saving All My Love For You,Whitney Houston,http://musicdata.baidu.com/data2/lrc/9443189/9443189.lrc,6
6,"《Love, Whitney》",SONY MUSIC,2001-11-14,天籁,人声,For The Love Of You,Whitney Houston,http://musicdata.baidu.com/data2/lrc/9443187/9443187.lrc,6
6,"《Love, Whitney》",SONY MUSIC,2001-11-14,天籁,人声,Miracle,Whitney Houston,http://musicdata.baidu.com/data2/lrc/9443184/9443184.lrc,6
6,"《Love, Whitney》",SONY MUSIC,2001-11-14,天籁,人声,Exhale,Whitney Houston,http://musicdata.baidu.com/data2/lrc/13888217/13888217.lrc,6
6,"《Love, Whitney》",SONY MUSIC,2001-11-14,天籁,人声,Just The Lonely Talking Again,Whitney Houston,http://musicdata.baidu.com/data2/lrc/9443181/9443181.lrc,6
6,"《Love, Whitney》",SONY MUSIC,2001-11-14,天籁,人声,Where Do Broken Hearts Go,Whitney Houston,http://musicdata.baidu.com/data2/lrc/9443178/9443178.lrc,6
6,"《Love, Whitney》",SONY MUSIC,2001-11-14,天籁,人声,All The Man That I Need,Whitney Houston,http://musicdata.baidu.com/data2/lrc/9443176/9443176.lrc,6
6,"《Love, Whitney》",SONY MUSIC,2001-11-14,天籁,人声,You Give Good Love,Whitney Houston,http://musicdata.baidu.com/data2/lrc/9443175/9443175.lrc,6
6,"《Love, Whitney》",SONY MUSIC,2001-11-14,天籁,人声,Why Does It Hurt So Bad,Whitney Houston,http://musicdata.baidu.com/data2/lrc/9443172/9443172.lrc,6
6,"《Love, Whitney》",SONY MUSIC,2001-11-14,天籁,人声,I Have Nothing,Whitney Houston,http://musicdata.baidu.com/data2/lrc/13908905/13908905.lrc,6
6,"《Love, Whitney》",SONY MUSIC,2001-11-14,天籁,人声,Until You Come Back,Whitney Houston,http://musicdata.baidu.com/data2/lrc/13916419/13916419.lrc,6
6,《执迷不悔》,环球唱片,1993-02-05,天籁,人声,我永远珍惜你我,王菲,http://musicdata.baidu.com/data2/lrc/bbb0b4904abc51e799f331511e7d2d79/267822008/267822008.lrc,6
6,《我的王菲时代》,环球唱片,2009-07-14,天籁,人声,冷战,王菲,http://musicdata.baidu.com/data2/lrc/251697012/251697012.lrc,6
6,《More Broadway Love Songs》,环球唱片,2009-07-14,天籁,人声,All I Ask Of You,"Cliff Richard,Sarah Brightman",http://musicdata.baidu.com/data2/lrc/12609873/12609873.lrc,6
6,《Merry Christmas》,SONY MUSIC,2010-02-10,天籁,人声,Joy To The World,Mariah Carey,http://musicdata.baidu.com/data2/lrc/925634/925634.lrc,6
6,《Masters Series - 80'S Club Party》,SONY MUSIC,2009-12-14,天籁,人声,I Wanna Dance With Somebody,Whitney Houston,http://musicdata.baidu.com/data2/lrc/9160578/9160578.lrc,6
6,《Taking Chances》,SONY MUSIC,2010-02-10,天籁,人声,That'S Just The Woman In Me,Céline Dion,http://musicdata.baidu.com/data2/lrc/12607831/12607831.lrc,6
6,《Taking Chances》,SONY MUSIC,2010-02-10,天籁,人声,Can'T Fight The Feelin',Céline Dion,http://musicdata.baidu.com/data2/lrc/12607830/12607830.lrc,6
6,《Taking Chances》,SONY MUSIC,2010-02-10,天籁,人声,Skies Of L.A.,Céline Dion,http://musicdata.baidu.com/data2/lrc/12607806/12607806.lrc,6
6,《The Bodyguard - Original Soundtrack Album》,SONY MUSIC,1992-11-03,天籁,人声,Jesus Loves Me,Whitney Houston,http://musicdata.baidu.com/data2/lrc/107086565/107086565.lrc,6
7,《The Bodyguard - Original Soundtrack Album》,SONY MUSIC,1992-11-03,天籁,人声,Run To You,Whitney Houston,http://musicdata.baidu.com/data2/lrc/13981392/13981392.lrc,7
7,《The Bodyguard - Original Soundtrack Album》,SONY MUSIC,1992-11-03,天籁,人声,I'M Every Woman,Whitney Houston,http://musicdata.baidu.com/data2/lrc/13976665/13976665.lrc,7
7,《The Bodyguard - Original Soundtrack Album》,SONY MUSIC,1992-11-03,天籁,人声,I Have Nothing,Whitney Houston,http://musicdata.baidu.com/data2/lrc/13913406/13913406.lrc,7
7,《The Bodyguard - Original Soundtrack Album》,SONY MUSIC,1992-11-03,天籁,人声,Queen Of The Night,Whitney Houston,http://musicdata.baidu.com/data2/lrc/13974301/13974301.lrc,7
7,《The Bodyguard - Original Soundtrack Album》,SONY MUSIC,1992-11-03,天籁,人声,I Will Always Love You,Whitney Houston,http://musicdata.baidu.com/data2/lrc/13905492/13905492.lrc,7
7,《Life For Rent》,SONY MUSIC,2008-12-01,天籁,人声,Don'T Leave Home,Dido,http://musicdata.baidu.com/data2/lrc/12607386/12607386.lrc,7
7,《Life For Rent》,SONY MUSIC,2008-12-01,天籁,人声,Mary'S In India,Dido,http://musicdata.baidu.com/data2/lrc/12607385/12607385.lrc,7
7,《Life For Rent》,SONY MUSIC,2008-12-01,天籁,人声,See You When You'Re 40,Dido,http://musicdata.baidu.com/data2/lrc/12607382/12607382.lrc,7
7,《王靖雯》,环球唱片,1989-11-02,天籁,人声,仍是旧句子,王菲,http://musicdata.baidu.com/data2/lrc/121962029/121962029.lrc,7
7,《Dion Chante Plamondon - Celine Dion Sings The Songs Of Luc Plamondon》,SONY MUSIC,1994-06-10,天籁,人声,L'Amour Existe Encore,Céline Dion,http://musicdata.baidu.com/data2/lrc/12607236/12607236.lrc,7
7,《Dion Chante Plamondon - Celine Dion Sings The Songs Of Luc Plamondon》,SONY MUSIC,1994-06-10,天籁,人声,OxygèNe,Céline Dion,http://musicdata.baidu.com/data2/lrc/64946537/64946537.lrc,7
7,《Dion Chante Plamondon - Celine Dion Sings The Songs Of Luc Plamondon》,SONY MUSIC,1994-06-10,天籁,人声,Les Uns Contre Les Autres,Céline Dion,http://musicdata.baidu.com/data2/lrc/12607235/12607235.lrc,7
7,《Dion Chante Plamondon - Celine Dion Sings The Songs Of Luc Plamondon》,SONY MUSIC,1994-06-10,天籁,人声,"Quelqu'Un Que J'Aime, Quelqu'Un Qui M'Aime",Céline Dion,http://musicdata.baidu.com/data2/lrc/12607234/12607234.lrc,7
7,《Dion Chante Plamondon - Celine Dion Sings The Songs Of Luc Plamondon》,SONY MUSIC,1994-06-10,天籁,人声,Le Blues Du Businessman,Céline Dion,http://musicdata.baidu.com/data2/lrc/12607233/12607233.lrc,7
7,《Dion Chante Plamondon - Celine Dion Sings The Songs Of Luc Plamondon》,SONY MUSIC,1994-06-10,天籁,人声,Je Danse Dans Ma TêTe,Céline Dion,http://musicdata.baidu.com/data2/lrc/64946536/64946536.lrc,7
7,《Dion Chante Plamondon - Celine Dion Sings The Songs Of Luc Plamondon》,SONY MUSIC,1994-06-10,天籁,人声,Le Fils De Superman,Céline Dion,http://musicdata.baidu.com/data2/lrc/12607232/12607232.lrc,7
7,《Dion Chante Plamondon - Celine Dion Sings The Songs Of Luc Plamondon》,SONY MUSIC,1994-06-10,天籁,人声,Le Monde Est Stone,Céline Dion,http://musicdata.baidu.com/data2/lrc/12607231/12607231.lrc,7
7,《Dion Chante Plamondon - Celine Dion Sings The Songs Of Luc Plamondon》,SONY MUSIC,1994-06-10,天籁,人声,Un Garcon Pas Comme Les Autres (Ziggy),Céline Dion,http://musicdata.baidu.com/data2/lrc/12607228/12607228.lrc,7
7,《Dion Chante Plamondon - Celine Dion Sings The Songs Of Luc Plamondon》,SONY MUSIC,1994-06-10,天籁,人声,Des Mots Qui Sonnent,Céline Dion,http://musicdata.baidu.com/data2/lrc/12607226/12607226.lrc,7
7,《执迷不悔》,环球唱片,1993-02-05,天籁,人声,从明日开始,王菲,http://musicdata.baidu.com/data2/lrc/910663/910663.lrc,7
8,《Coming Home》,环球唱片,1992-07-01,天籁,人声,兜兜转,王菲,http://musicdata.baidu.com/data2/lrc/910577/910577.lrc,8
8,《我的王菲时代》,环球唱片,2009-07-14,天籁,人声,出路,王菲,http://musicdata.baidu.com/data2/lrc/910535/910535.lrc,8
8,《我的王菲时代》,环球唱片,2009-07-14,天籁,人声,但愿人长久,王菲,http://musicdata.baidu.com/data2/lrc/910529/910529.lrc,8
8,《I'm Your Baby Tonight》,SONY MUSIC,2009-08-10,天籁,人声,Anymore,Whitney Houston,http://musicdata.baidu.com/data2/lrc/12607163/12607163.lrc,8
8,《I'm Your Baby Tonight》,SONY MUSIC,2009-08-10,天籁,人声,I Belong To You,Whitney Houston,http://musicdata.baidu.com/data2/lrc/9139317/9139317.lrc,8
8,《I'm Your Baby Tonight》,SONY MUSIC,2009-08-10,天籁,人声,After We Make Love,Whitney Houston,http://musicdata.baidu.com/data2/lrc/9139315/9139315.lrc,8
8,《I'm Your Baby Tonight》,SONY MUSIC,2009-08-10,天籁,人声,I'M Your Baby Tonight,Whitney Houston,http://musicdata.baidu.com/data2/lrc/13917639/13917639.lrc,8
8,《I'm Your Baby Tonight》,SONY MUSIC,2009-08-10,天籁,人声,We Didn'T Know,Whitney Houston,http://musicdata.baidu.com/data2/lrc/12607126/12607126.lrc,8
8,《I'm Your Baby Tonight》,SONY MUSIC,2009-08-10,天籁,人声,Lover For Life,Whitney Houston,http://musicdata.baidu.com/data2/lrc/9139308/9139308.lrc,8
8,《I'm Your Baby Tonight》,SONY MUSIC,2009-08-10,天籁,人声,Miracle,Whitney Houston,http://musicdata.baidu.com/data2/lrc/9139307/9139307.lrc,8
8,《I'm Your Baby Tonight》,SONY MUSIC,2009-08-10,天籁,人声,All The Man That I Need,Whitney Houston,http://musicdata.baidu.com/data2/lrc/9139302/9139302.lrc,8
8,《I'm Your Baby Tonight》,SONY MUSIC,2009-08-10,天籁,人声,Who Do You Love,Whitney Houston,http://musicdata.baidu.com/data2/lrc/12607100/12607100.lrc,8
8,《I'm Your Baby Tonight》,SONY MUSIC,2009-08-10,天籁,人声,My Name Is Not Susan,Whitney Houston,http://musicdata.baidu.com/data2/lrc/24049379/24049379.lrc,8
8,《I'm Your Baby Tonight》,SONY MUSIC,2009-08-10,天籁,人声,I'M Knockin',Whitney Houston,http://musicdata.baidu.com/data2/lrc/24049379/24049379.lrc,8
8,《乐乐精选》,环球唱片,1996-06-03,天籁,人声,回忆是红色天空,王菲,http://musicdata.baidu.com/data2/lrc/14888471/14888471.lrc,8
8,《Incognito》,SONY MUSIC,1992-12-04,天籁,人声,Comme Un Coeur Froid,Céline Dion,http://musicdata.baidu.com/data2/lrc/14888471/14888471.lrc,8
8,《Incognito》,SONY MUSIC,1992-12-04,天籁,人声,DéLivre-Moi,Céline Dion,http://musicdata.baidu.com/data2/lrc/14888471/14888471.lrc,8
8,《Incognito》,SONY MUSIC,1992-12-04,天籁,人声,"D'Abord, C'Est Quoi  L'Amour",Céline Dion,http://musicdata.baidu.com/data2/lrc/14888471/14888471.lrc,8
8,《Incognito》,SONY MUSIC,1992-12-04,天籁,人声,Lolita  (Trop Jeune Pour Aimer),Céline Dion,http://musicdata.baidu.com/data2/lrc/12606299/12606299.lrc,8
8,《Incognito》,SONY MUSIC,1992-12-04,天籁,人声,Incognito,Céline Dion,http://musicdata.baidu.com/data2/lrc/12606294/12606294.lrc,8
9,《王靖雯》,环球唱片,1989-11-02,天籁,人声,未平复的心,"王菲,黄贯中",http://musicdata.baidu.com/data2/lrc/118375714/118375714.lrc,9
9,《Incognito》,SONY MUSIC,1992-12-04,天籁,人声,On Traverse Un Mirroir,Céline Dion,http://musicdata.baidu.com/qukulrc/qq_lyric/56017970c3114b04dbdab1c274ee725a.lrc,9
9,《Incognito》,SONY MUSIC,1992-12-04,天籁,人声,Partout Je Vois,Celine Dion,http://musicdata.baidu.com/data2/lrc/246661562/246661562.lrc,9
9,《Incognito》,SONY MUSIC,1992-12-04,天籁,人声,Jours De FièVre,Céline Dion,http://musicdata.baidu.com/data2/lrc/246661562/246661562.lrc,9
9,《A L'Olympia》,SONY MUSIC,1995-01-16,天籁,人声,Je Danse Dans Ma TêTe,Céline Dion,http://musicdata.baidu.com/data2/lrc/64946512/64946512.lrc,9
9,《A L'Olympia》,SONY MUSIC,1995-01-16,天籁,人声,Calling You (From The Film Bagdad Cafe),Céline Dion,http://musicdata.baidu.com/data2/lrc/12606244/12606244.lrc,9
9,《A L'Olympia》,SONY MUSIC,1995-01-16,天籁,人声,Ziggy (Un GarçOn Pas Comme Les Autres),Céline Dion,http://musicdata.baidu.com/data2/lrc/12606244/12606244.lrc,9
9,《A L'Olympia》,SONY MUSIC,1995-01-16,天籁,人声,Des Mots Qui Sonnent,Céline Dion,http://musicdata.baidu.com/data2/lrc/12606237/12606237.lrc,9
9,《A L'Olympia》,SONY MUSIC,1995-01-16,天籁,人声,Medley Starmania,Céline Dion,http://musicdata.baidu.com/data2/lrc/12606228/12606228.lrc,9
9,《A L'Olympia》,SONY MUSIC,1995-01-16,天籁,人声,Quand On N'A Que L'Amour,Céline Dion,http://musicdata.baidu.com/data2/lrc/12606217/12606217.lrc,9
9,《A L'Olympia》,SONY MUSIC,1995-01-16,天籁,人声,The Power Of Love,Céline Dion,http://musicdata.baidu.com/data2/lrc/12606212/12606212.lrc,9
9,《A L'Olympia》,SONY MUSIC,1995-01-16,天籁,人声,Where Does My Heart Beat Now,Céline Dion,http://musicdata.baidu.com/data2/lrc/12606207/12606207.lrc,9
9,《A L'Olympia》,SONY MUSIC,1995-01-16,天籁,人声,Le Fils De Superman,Céline Dion,http://musicdata.baidu.com/data2/lrc/12606204/12606204.lrc,9
9,《A L'Olympia》,SONY MUSIC,1995-01-16,天籁,人声,Love Can Move Mountains,Céline Dion,http://musicdata.baidu.com/data2/lrc/12606203/12606203.lrc,9
9,《A L'Olympia》,SONY MUSIC,1995-01-16,天籁,人声,Le Blues Du Businessman,Céline Dion,http://musicdata.baidu.com/data2/lrc/12606199/12606199.lrc,9
9,《A L'Olympia》,SONY MUSIC,1995-01-16,天籁,人声,Elle,Céline Dion,http://musicdata.baidu.com/data2/lrc/12606198/12606198.lrc,9
9,《A L'Olympia》,SONY MUSIC,1995-01-16,天籁,人声,L'Amour Existe Encore,Céline Dion,http://musicdata.baidu.com/data2/lrc/12606195/12606195.lrc,9
9,《菲离不开》,百代,1999-01-01,天籁,人声,爱与痛的边缘,王菲,http://musicdata.baidu.com/data2/lrc/15265976/15265976.lrc,9
9,《执迷不悔》,环球唱片,1993-02-05,天籁,人声,情敌,王菲,http://musicdata.baidu.com/data2/lrc/906004/906004.lrc,9
9,《Coming Home》,环球唱片,1992-07-01,天籁,人声,重燃,王菲,http://musicdata.baidu.com/data2/lrc/14948675/14948675.lrc,9
10,《我的王菲时代》,环球唱片,2009-07-14,天籁,人声,雪中莲,王菲,http://musicdata.baidu.com/data2/lrc/905802/905802.lrc,10
10,《The R. In R&B Collection: Volume 1》,SONY MUSIC,2003-09-21,天籁,人声,I'M Your Angel,"R. Kelly,Céline Dion",http://musicdata.baidu.com/data2/lrc/242494172/242494172.lrc,10
10,《Million Dollar Bill Remixes》,SONY MUSIC,2009-11-09,天籁,人声,Million Dollar Bill,Whitney Houston,http://musicdata.baidu.com/data2/lrc/8971801/8971801.lrc,10
10,《Live à Paris》,SONY MUSIC,1996-11-05,天籁,人声,Regarde-Moi,Céline Dion,http://musicdata.baidu.com/data2/lrc/12604246/12604246.lrc,10
10,《Birds Of My Neighborhood》,SONY MUSIC,2009-09-21,天籁,人声,Birdless,"Don Peris,Karen Peris,Mike Bitts,The Innocence Mission",http://musicdata.baidu.com/data2/lrc/106236909/106236909.lrc,10
10,《Live à Paris》,SONY MUSIC,1996-11-05,天籁,人声,J'Irai Ou Tu Iras,"Céline Dion,Jean-Jacques Goldman",http://musicdata.baidu.com/data2/lrc/12604172/12604172.lrc,10
10,《Mariah Carey》,SONY MUSIC,1993-07-19,天籁,人声,There'S Got To Be A Way,Mariah Carey,http://musicdata.baidu.com/data2/lrc/12604150/12604150.lrc,10
10,《Live à Paris》,SONY MUSIC,1996-11-05,天籁,人声,Quand On N'A Que L'Amour,Céline Dion,http://musicdata.baidu.com/data2/lrc/12604088/12604088.lrc,10
10,《Live à Paris》,SONY MUSIC,1996-11-05,天籁,人声,Vole,Céline Dion,http://musicdata.baidu.com/data2/lrc/12604057/12604057.lrc,10
10,《Live à Paris》,SONY MUSIC,1996-11-05,天籁,人声,J'Attendais,Céline Dion,http://musicdata.baidu.com/data2/lrc/68152821/68152821.lrc,10
10,《Mariah Carey》,SONY MUSIC,1993-07-19,天籁,人声,I Don'T Wanna Cry,Mariah Carey,http://musicdata.baidu.com/data2/lrc/12604030/12604030.lrc,10
10,《Safe Trip Home》,SONY MUSIC,2008-11-17,天籁,人声,Summer,Dido,http://musicdata.baidu.com/data2/lrc/239721752/239721752.lrc,10
10,《Birds Of My Neighborhood》,SONY MUSIC,2009-09-21,天籁,人声,Going Away,"Don Peris,Karen Peris,Mike Bitts,The Innocence Mission",http://musicdata.baidu.com/data2/lrc/12603913/12603913.lrc,10
10,《Live à Paris》,SONY MUSIC,1996-11-05,天籁,人声,Un GarçOn Pas Comme Les Autres (Ziggy),Céline Dion,http://musicdata.baidu.com/data2/lrc/68015544/68015544.lrc,10
10,《Birds Of My Neighborhood》,SONY MUSIC,2009-09-21,天籁,人声,You Are The Light,"Don Peris,Karen Peris,Mike Bitts,The Innocence Mission",http://musicdata.baidu.com/data2/lrc/107091481/107091481.lrc,10
10,《Live à Paris》,SONY MUSIC,1996-11-05,天籁,人声,Destin,Céline Dion,http://musicdata.baidu.com/data2/lrc/12603778/12603778.lrc,10
10,《Birds Of My Neighborhood》,SONY MUSIC,2009-09-21,天籁,人声,Lakes Of Canada,"Don Peris,Karen Peris,The Innocence Mission",http://musicdata.baidu.com/data2/lrc/95982009/95982009.lrc,10
10,《Live à Paris》,SONY MUSIC,1996-11-05,天籁,人声,Les Derniers Seront Les Premiers,"Céline Dion,Jean-Jacques Goldman",http://musicdata.baidu.com/data2/lrc/12603696/12603696.lrc,10
10,《Birds Of My Neighborhood》,SONY MUSIC,2009-09-21,天籁,人声,Where Does The Time Go?,"Don Peris,Karen Peris,Mike Bitts,The Innocence Mission",http://musicdata.baidu.com/data2/lrc/12603595/12603595.lrc,10
10,《Live à Paris》,SONY MUSIC,1996-11-05,天籁,人声,Pour Que Tu M'Aimes Encore,Céline Dion,http://musicdata.baidu.com/data2/lrc/12603500/12603500.lrc,10
11,《Safe Trip Home》,SONY MUSIC,2008-11-17,天籁,人声,For One Day,Dido,http://musicdata.baidu.com/data2/lrc/8971476/8971476.lrc,11
11,《Live à Paris》,SONY MUSIC,1996-11-05,天籁,人声,"River Deep, Mountain High",Céline Dion,http://musicdata.baidu.com/data2/lrc/12603384/12603384.lrc,11
11,《Birds Of My Neighborhood》,SONY MUSIC,2009-09-21,天籁,人声,"Green Grass, Red Tree","Don Peris,Karen Peris,The Innocence Mission",http://musicdata.baidu.com/data2/lrc/106237761/106237761.lrc,11
11,《Safe Trip Home》,SONY MUSIC,2008-11-17,天籁,人声,Burnin Love,Dido,http://musicdata.baidu.com/data2/lrc/239768748/239768748.lrc,11
11,《未来的第一站》,SONY MUSIC,2010-10-25,天籁,人声,Amazing Grace,林育群,http://musicdata.baidu.com/data2/lrc/12603098/12603098.lrc,11
11,《Birds Of My Neighborhood》,SONY MUSIC,2009-09-21,天籁,人声,She May Turn Around,"Karen Peris,The Innocence Mission",http://musicdata.baidu.com/data2/lrc/107094209/107094209.lrc,11
11,《Dance Vault Mixes - I'M Every Woman/Who Do You Love》,SONY MUSIC,2009-08-10,天籁,人声,Who Do You Love,Whitney Houston,http://musicdata.baidu.com/data2/lrc/12602884/12602884.lrc,11
11,《Dance Vault Mixes - I'M Every Woman/Who Do You Love》,SONY MUSIC,2009-08-10,天籁,人声,I'M Every Woman,Whitney Houston,http://musicdata.baidu.com/data2/lrc/13996071/13996071.lrc,11
11,《#1'S》,SONY MUSIC,1998-11-13,天籁,人声,Without You,Mariah Carey,http://musicdata.baidu.com/data2/lrc/15431204/15431204.lrc,11
11,《Birds Of My Neighborhood》,SONY MUSIC,2009-09-21,天籁,人声,I Haven'T Seen This Day Before,"Don Peris,Karen Peris,Mike Bitts,The Innocence Mission",http://musicdata.baidu.com/data2/lrc/15431204/15431204.lrc,11
11,《Merry Christmas》,SONY MUSIC,2010-02-10,天籁,人声,Hark! The Herald Angels Sing/Goria (In Excelsis Deo),Mariah Carey,http://musicdata.baidu.com/qukulrc/qq_lyric/4924cc6afab0e4af8728b11dbf8a577f.lrc,11
11,《Birds Of My Neighborhood》,SONY MUSIC,2009-09-21,天籁,人声,July,"Don Peris,Karen Peris,Mike Bitts,The Innocence Mission",http://musicdata.baidu.com/data2/lrc/12602679/12602679.lrc,11
11,《Birds Of My Neighborhood》,SONY MUSIC,2009-09-21,天籁,人声,I Was In The Air,The Innocence Mission,http://musicdata.baidu.com/data2/lrc/65802227/65802227.lrc,11
11,《Birds Of My Neighborhood》,SONY MUSIC,2009-09-21,天籁,人声,Snow,"Don Peris,Karen Peris,Mike Bitts,Steve Brown,The Innocence Mission",http://musicdata.baidu.com/data2/lrc/12602353/12602353.lrc,11
11,《All The Way... A Decade Of Song》,SONY MUSIC,1999-11-15,天籁,人声,The First Time Ever I Saw Your Face,Céline Dion,http://musicdata.baidu.com/data2/lrc/12602349/12602349.lrc,11
11,《All The Way... A Decade Of Song》,SONY MUSIC,1999-11-15,天籁,人声,If Walls Could Talk,Céline Dion,http://musicdata.baidu.com/data2/lrc/12602348/12602348.lrc,11
11,《Birds Of My Neighborhood》,SONY MUSIC,2009-09-21,天籁,人声,Follow Me,"Don Peris,Karen Peris,Mike Bitts,The Innocence Mission",http://musicdata.baidu.com/data2/lrc/12602316/12602316.lrc,11
11,《Safe Trip Home》,SONY MUSIC,2008-11-17,天籁,人声,Don'T Believe In Love,Dido,http://musicdata.baidu.com/data2/lrc/239769459/239769459.lrc,11
11,《All The Way... A Decade Of Song》,SONY MUSIC,1999-11-15,天籁,人声,To Love You More,Céline Dion,http://musicdata.baidu.com/data2/lrc/12602063/12602063.lrc,11
11,《A New Day Has Come》,SONY MUSIC,2010-02-10,天籁,人声,"Rain, Tax (It'S Inevitable)",Céline Dion,http://musicdata.baidu.com/data2/lrc/12602020/12602020.lrc,11
12,《Celine Dion》,SONY MUSIC,1993-06-07,天籁,人声,Beauty And The Beast,"Celine Dion,Peabo Bryson",http://musicdata.baidu.com/data2/lrc/12602019/12602019.lrc,12
12,《All The Way... A Decade Of Song》,SONY MUSIC,1999-11-15,天籁,人声,I'M Your Angel (Duet With R. Kelly),Céline Dion,http://musicdata.baidu.com/data2/lrc/12601611/12601611.lrc,12
12,《All The Way... A Decade Of Song》,SONY MUSIC,1999-11-15,天籁,人声,That'S The Way It Is,Céline Dion,http://musicdata.baidu.com/data2/lrc/12601280/12601280.lrc,12
12,《A New Day Has Come》,SONY MUSIC,2010-02-10,天籁,人声,Goodbye's (The Saddest Word),Céline Dion,http://musicdata.baidu.com/data2/lrc/13949869/13949869.lrc,12
